目录,题型,题干,正确答案,答案解析,难易度,知识点,选项数,A,B,C,D,,
/第十章,判断题,中国特色社会主义进入新时代，我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。,A,,易,,2,正确,错误,,,,
/第十章,单选题,（）是世界最大发展中国家。,C,,易,,4,印度,巴西,中国,俄罗斯,,
/第十章,单选题,党的十九大把（）确立为党必须长期坚持的指导思想并庄严地写入党章。,D,,易,,4,邓小平理论,“三个代表”重要思想,科学发展观,习近平新时代中国特色社会主义思想,,
/第十章,单选题,党的十九届六中全会通过的（）科学阐明了习近平新时代中国特色社会主义思想在马克思主义发展史、中华文化发展史上的重要历史地位。,C,,易,,4,《关于若干历史问题的决议》,《关于建国以来党的若干历史问题的决议》,《中共中央关于党的百年奋斗重大成就和历史经验的决议》,《解放思想，实事求是，团结一致向前看》,,
/第十章,判断题,习近平新时代中国特色社会主义思想是当代中国马克思主义、21世纪马克思主义，是中华文化和中国精神的时代精华，实现了马克思主义中国化新的飞跃。,A,,易,,2,正确,错误,,,,
/第十章,单选题,中国人民和中华民族之所以能够扭转近代以后的历史命运、取得今天的伟大成就，最根本的原因是（）。,D,,中,,4,抗日战争的胜利,拥有先进的武器和装备,对世界局势的把握,中国共产党的坚强领导,,
/第十章,判断题,坚持和加强党的全面领导，最重要的是坚决维护党中央权威和集中统一领导，最关键的是坚决维护习近平同志党中央的核心、全党的核心地位。,A,,易,,2,正确,错误,,,,
/第十章,判断题,党的作风是党的形象，是观察党群干群关系、人心向背的晴雨表。,A,,易,,2,正确,错误,,,,
/第十章,单选题,党的十八大以来，以“得罪千百人、不负十四亿”的使命担当祛疴治乱，党开展了史无前例的（）。,C,,易,,4,污染防治攻坚战,精准脱贫攻坚战,反腐败斗争,防范化解重大风险攻坚战,,
/第十章,判断题,宪法是国家的根本法，是治国安邦的总章程。,A,,易,,2,正确,错误,,,,
/第十章,判断题,《法治中国建设规划（2020—2025年）》是新中国成立以来第一个关于法治中国建设的专门规划，是新时代推进全面依法治国的纲领性文件。,A,,易,,2,正确,错误,,,,
/第十章,单选题,2018年12月，党中央举行庆祝改革开放（）大会，大会回顾了改革开放的光辉历程，总结了改革开放的伟大成就和宝贵经验，宣示了在新时代继续把改革开放推向前进的信心和决心。,C,,易,,4,25周年,30周年,40周年,50周年,,
/第十章,单选题,2018年3月，十三届全国人大一次会议通过的宪法修正案，把（）载入宪法，实现了国家指导思想的与时俱进，反映了全国各族人民共同意志和全社会共同意愿。,D,,易,,4,邓小平理论,“三个代表”重要思想,科学发展观,习近平新时代中国特色社会主义思想,,
/第十章,判断题,我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。,A,,易,,2,正确,错误,,,,
/第十章,判断题,我国社会主要矛盾的变化，没有改变我们对我国社会主义所处历史阶段的判断。,A,,易,,2,正确,错误,,,,
/第十章,单选题,2018年8月，中共中央印发修订后的（），对在重大原则问题上不同党中央保持一致，搞山头主义、落实党中央决策部署打折扣、搞变通、搞两面派、做两面人等行为的处理作出具体规定，为确保全党令行禁止提供了有力纪律保障。,C,,易,,4,《中国共产党重大事项请示报告条例》,《关于加强党的政治建设的意见》,《中国共产党纪律处分条例》,《中国共产党中央委员会工作条例》,,
/第十章,判断题,《关于加强党的政治建设的意见》将坚决做到“两个维护”作为加强党的政治建设的首要任务。,A,,易,,2,正确,错误,,,,
/第十章,单选题,（）决定党的建设的方向和效果，是党的建设的“灵魂”和“根基”。,A,,易,,4,党的政治建设,党的纪律建设,党的组织建设,党的思想建设,,
/第十章,判断题,《中共中央关于深化党和国家机构改革的决定》和《深化党和国家机构改革方案》是在党的十九届三中全会审议通过的。,A,,易,,2,正确,错误,,,,
/第十章,判断题,我国高等教育已经进入普及化阶段。,A,,易,,2,正确,错误,,,,
/第十章,单选题,我国出台《关于优化生育政策促进人口长期均衡发展的决定》，提出实施一对夫妻可以生育（）子女及配套支持措施。,C,,易,,4,一个,二个,三个,四个,,
/第十章,单选题,（）是新中国成立以来我国遭遇的传播速度最快、感染范围最广、防控难度最大的一次重大突发公共卫生事件，也是百年来全球发生的最严重的传染病大流行。,D,,易,,4,“非典”疫情,H1N1流感,H1N5流感,新冠肺炎疫情,,
/第十章,单选题,2020年唯一实现正增长的世界主要经济体是（）。,B,,易,,4,美国,中国,欧盟,日本,,
/第十章,单选题,2020年10月26日至29日，（）审议通过《中共中央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》。,D,,中,,4,党的十八届六中全会,党的十九届三中全会,党的十九届四中全会,党的十九届五中全会,,
/第十章,单选题,立足我国发展新的历史方位，面对“两个一百年”奋斗目标的历史交汇期，（）进一步指明了党和国家事业的前进方向。,C,,易,,4,党的十七大,党的十八大,党的十九大,党的二十大,,
/第十章,判断题,“台独”分裂是祖国统一的最大障碍，是民族复兴的严重隐患。,A,,易,,2,正确,错误,,,,
/第十章,判断题,民进党当局拒不承认“九二共识”，单方面破坏两岸关系和平发展的政治基础，导致两岸关系陷入政治僵局。,A,,易,,2,正确,错误,,,,
/第十章,判断题,台湾问题是中国的内政。解决台湾问题是中国人自己的事，应由中国人来决定。,A,,易,,2,正确,错误,,,,
/第十章,单选题,2020年5月29日，（）在北京举行，强调，如果“台独”分裂势力一意孤行甚至铤而走险，将采取一切必要手段，坚决粉碎“台独”分裂图谋，坚决捍卫国家主权和领土完整。,B,,难,,4,庆祝改革开放40周年大会,《反分裂国家法》实施15周年座谈会,党的十九届五中全会,纪念孙中山先生诞辰150周年大会,,
/第十章,判断题,推动构建人类命运共同体，鲜明体现了当代中国共产党人的全球视野。,A,,易,,2,正确,错误,,,,
/第十章,判断题,发达国家是我国在国际事务中的天然同盟军。,B,,易,,2,正确,错误,,,,
/第十章,单选题,新时代十年来，中国承担的联合国会费数额稳步增长，已成为第（）大联合国会费国和维和摊款国。,B,,中,,4,一,二,三,四,,
/第十章,单选题,（）时期是我国进入新发展阶段后的第一个五年，是开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军的关键时期。,D,,易,,4,“十一五”,“十二五”,“十三五”,“十四五”,,
/第十章,单选题,2021年2月25日，（）举行，习近平在会上庄严宣告：我国脱贫攻坚战取得了全面胜利。,B,,易,,4,“不忘初心、牢记使命”主题教育总结大会,全国脱贫攻坚总结表彰大会,党史学习教育动员大会,庆祝中国共产党成立100周年大会,,
/第十章,单选题,带领乡亲们历时7年在绝壁上凿出一条通向外界道路的村党支部书记毛相林说：“山凿一尺宽一尺，路修一丈长一丈，就算我们这代人穷十年苦十年，也一定要让下辈人过上好日子。”这鲜明体现了（）。,B,,易,,4,农村贫困人口全部脱贫,脱贫群众激发了奋发向上的精气神,党群干群关系明显改善,脱贫地区经济社会发展大踏步赶上来,,
/第十章,单选题,广大扶贫干部舍小家为大家，加班加点、任劳任怨，把心血和汗水洒遍千山万水。百色百坭村驻村第一书记（）遭遇山洪，因公殉职，用美好青春诠释了共产党人的初心使命。,D,,易,,4,张小娟,曾翙翔,吴应谱,黄文秀,,
/第十章,单选题,改革开放以来，按照现行贫困标准计算，中国（）农村贫困人口摆脱贫困；按照世界银行国际贫困标准，中国减贫人口占同期全球减贫人口70%以上。,D,,难,,4,3.2亿,5.3亿,6.4亿,7.7亿,,
/第十章,判断题,脱贫摘帽不是终点，而是新生活、新奋斗的起点。,A,,易,,2,正确,错误,,,,
/第十章,判断题,中国提前10年实现了《联合国2030年可持续发展议程》的减贫目标。,A,,易,,2,正确,错误,,,,
/第十章,单选题,按照世界银行国际贫困标准，中国减贫人口占同期全球减贫人口的（）以上。,D,,难,,4,20%,30%,50%,70%,,
/第十章,单选题,2020年人均国民收入突破（），按世界银行标准，达到中高收入国家水平。,B,,易,,4,1万人民币,1万美元,5万人民币,5万美元,,
/第十章,单选题,2017年，服务业占国内生产总值提升至51.6%，比1978年上升27个百分点，对经济增长的贡献率为58.8%。到2018年，第三产业占比进一步提升至52.2%，贡献率为59.7%，比1978年提高41.3个百分点。这说明（）。,D,,易,,4,装备制造业和高技术产业快速增长,高技术产业、农业、社会领域投资持续较快增长,重大区域战略加快落实,第三产业成为经济增长“新引擎”,,
/第十章,单选题,对外开放持续扩大，我国关税总水平已降至（）。,A,,难,,4,7.4%,10.5%,12.5%,15.5%,,
/第十章,判断题,全面建成小康社会第一个百年奋斗目标实现，标志着我国进入了一个新的发展阶段。,A,,易,,2,正确,错误,,,,
/第十章,判断题,全面建成小康社会第一个百年奋斗目标实现后，我国将乘势而上开启全面建设社会主义现代化国家新征程，这是中华民族伟大复兴历史进程的大跨越。,A,,易,,2,正确,错误,,,,
